json_index,sleutelfiguur,rol,zin,crypto_relevant,reden,tags,betrouwbaarheid,rechtmatigheid,overtuigend
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geconcludeerd dat de verdachte samen met anderen heeft samengewerkt om de transporten te organiseren en dat zijn eigen bijdrage van voldoende gewicht was om van medeplegen te spreken.,Ja,"De rechtbank baseert haar oordeel mede op foto's van berichtenverkeer op een pgp-telefoon, wat een vorm van versleutelde communicatie is.","versleutelde communicatie, pgp-telefoon, bewijsmateriaal, betrokkenheid verdachte, medeplegen",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat de weergave van de chatberichten voldoende betrouwbaar was om als bewijs te worden gebruikt.,Ja,De rechtbank vond dat de verdediging niet aannemelijk had gemaakt dat de weergegeven berichten onjuist waren verwoord en dat de verdediging de mogelijkheid had gehad om de berichten te controleren.,"betrouwbaarheid van chatberichten, controle door verdediging, gebruik als bewijs, voldoende betrouwbaar, weergave juistheid",ja,nvt,nee
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft in haar tussenbeslissing van 29 april 2022 gereageerd op deze verzoeken. Ze hebben overwogen dat de verdediging onderzoekswensen heeft ingediend die gericht zijn op het verkrijgen van stukken om de rechtmatigheid van de verkregen berichten te onderzoeken.,Ja,De rechtbank overweegt de onderzoekswensen van de verdediging die gericht zijn op het onderzoeken van de rechtmatigheid van de verkregen versleutelde berichten.,"rechtmatigheid onderzoeken, tussenbeslissing, verkregen berichten, onderzoekswensen, versleutelde communicatie",nvt,nvt,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank oordeelt dat het in het internationale rechtshulpverkeer geldende vertrouwensbeginsel impliceert dat ervan uit mag worden gegaan dat de informatie in Frankrijk rechtmatig is verkregen en aan het Nederlandse Openbaar Ministerie is verstrekt.,Ja,De rechtbank baseert zich op het vertrouwensbeginsel om de rechtmatigheid van de verkregen Franse Sky-ECC data te beoordelen.,"vertrouwensbeginsel, internationale rechtshulp, rechtmatigheid, Franse Sky-ECC data, eerlijk proces",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft uiteindelijk geoordeeld dat er geen sprake was van vormverzuimen in het vooronderzoek en heeft daarom het verweer van de verdediging strekkende tot bewijsuitsluiting verworpen.,Nee,"De rechtbank oordeelde dat er geen vormverzuimen waren in het vooronderzoek, waardoor de tapgesprekken als bewijs konden worden gebruikt.","vormverzuimen, bewijsuitsluiting, rechtmatigheid, vooronderzoek, tapgesprekken",nvt,ja,nvt
1,sleutelfiguur_1,rechter,"De rechter zal uiteindelijk het bewijsmateriaal beoordelen, de argumenten van alle partijen wegen en een oordeel vellen over de schuld of onschuld van de verdachte.",Ja,De rechter moet beslissen of het bewijsmateriaal dat is verkregen via versleutelde communicatie voldoende overtuigend is om de schuld van de verdachte aan te tonen.,"beoordeling bewijsmateriaal, geloofwaardigheid, betrouwbaarheid, juridische vereisten, objectief oordeel",nvt,nvt,nvt
1,sleutelfiguur_1,rechter,De rechtbank heeft de encrochat data als bewijsmiddel geaccepteerd en heeft deze data gebruikt bij de beoordeling van de schuld of onschuld van de verdachte en zijn medeverdachten.,Ja,"De rechtbank heeft de encrochat data als rechtmatig verkregen en relevant voor de zaak beoordeeld, ondanks de inbreuk op de persoonlijke levenssfeer.","rechtmatig verkregen, relevant bewijs, inbreuk op privacy, wettelijke waarborgen, beoordeling schuld",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft vastgesteld dat zowel het Nederlandse als het Duitse opsporingsonderzoek (mede) gebaseerd waren op een analyse van de servergegevens van EncroChat van de door de verdachte gebruikte accounts met de gebruikersnamen ' [naam 1] ' en ' [naam 2] '.,Ja,"De rechtbank oordeelde dat de EncroChat-gegevens een cruciale rol speelden in zowel het Nederlandse als het Duitse onderzoek, wat leidde tot de toepassing van het ne bis in idem-beginsel.","ne bis in idem, cruciale rol, dubbele vervolging, bescherming verdachte, doorslaggevende gegevens",nvt,nvt,nvt
1,sleutelfiguur_1,rechter,De betrokkenheid van de rechter bij het onderzoek naar versleutelde communicatie kan de belangen van de verdachte schaden doordat de rechter mogelijk vooringenomen is of al standpunten heeft ingenomen over de zaak.,Ja,"De rechter is mogelijk betrokken geweest bij het onderzoek naar versleutelde communicatie, wat vragen oproept over de onpartijdigheid en rechtmatigheid van het proces.","onpartijdigheid, vooringenomenheid, rechtmatigheid, betrokkenheid, eerlijk proces",nvt,nee,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld over de rechtmatigheid van de verkregen encrochat-data in de zaken 26lemont en flamenco. Zij heeft vastgesteld dat de rechter-commissaris en de zaaksofficieren zorgvuldig hebben gehandeld bij de toetsing en verstrekking van de data.,Ja,"De rechtbank oordeelt dat de encrochat-data rechtmatig zijn verkregen en dat de rechten van de gebruikers voldoende zijn beschermd, ondanks de bezwaren van de verdediging.","rechtmatigheid bevestigd, zorgvuldige toetsing, gebruikersrechten beschermd, afdoende juridische basis, verweer afgewezen",ja,ja,ja
1,sleutelfiguur_1,rechter,"De rechtbank heeft geoordeeld dat de verdachte wel degelijk de gebruiker van het chat-ID 'gebruikersnaam 1' is geweest, op basis van de inhoud van de EncroChat berichten en ander onderzoeksmateriaal.",Ja,De rechtbank acht de EncroChat berichten betrouwbaar en relevant voor het aantonen van de betrokkenheid van de verdachte bij de misdrijven.,"gebruikersidentificatie, betrouwbaar bewijs, organiserende rol, wettige bewijsmiddelen, schuldigverklaring",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank oordeelde dat deze chatgesprekken en afbeeldingen voldoende bewijs leverden voor de voorbereidingshandelingen voor de productie van amfetamine.,Ja,De rechtbank vond de versleutelde communicatie via het Sky ECC-account overtuigend genoeg om de verdachte schuldig te bevinden aan de voorbereidingshandelingen voor de productie en handel in amfetamine.,"versleutelde communicatie, Sky ECC-account, overtuigend bewijs, voorbereidingshandelingen, productie amfetamine",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank stelde vast dat er geen wettig en overtuigend bewijs was dat de verdachte wetenschap had van de aanwezigheid van de cocaïne in de container die hij vervoerde.,Ja,"De rechtbank baseerde haar oordeel mede op de versleutelde communicatie, waaruit bleek dat de verdachte mogelijk geen weet had van de inhoud van de container.","onvoldoende bewijs, versleutelde communicatie, geen wetenschap verdachte, Encrochat en Sky ECC, twijfel betrokkenheid",ja,ja,nee
1,sleutelfiguur_1,de rechtbank,De rechtbank concludeert op basis van deze bewijsmiddelen dat het niet anders kan zijn dan dat de verdachte informatie uit de politiesystemen heeft opgevraagd bij [naam 1] en deze politie-informatie ook daadwerkelijk van [naam 1] heeft ontvangen.,Ja,"De rechtbank baseert haar oordeel op de versleutelde communicatie via encrochat, die cruciaal was voor het aantonen van de onrechtmatige toegang tot politie-informatie.","versleutelde communicatie, onrechtmatige toegang, politie-informatie, encrochat bewijs, schuldigverklaring",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat het belang van de opsporing een inbreuk op de privacy van betrokkenen rechtvaardigde in het geval van het gebruik van versleutelde communicatie via Sky ECC.,Ja,De rechtbank vond dat de interceptie en verkrijging van de Sky ECC data rechtmatig waren vanwege de specifieke aard van de data en de concrete verdenking van criminele activiteiten.,"rechtmatigheid van interceptie, privacy inbreuk gerechtvaardigd, specifieke verdenking, gebruik van Sky ECC, opsporingsbelang",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,"Daarnaast communiceerde de medeverdachte via Encrochat over de camerabeelden die aan de politie waren verstrekt, waaruit bleek dat 'iedereen wist waar ze mee bezig waren'. Ondanks deze aanwijzingen vond de rechtbank dat er geen overtuigend bewijs was dat de verdachte daadwerkelijk betrokken was bij het laboratorium.",Ja,"De rechtbank vond dat de communicatie via Encrochat, hoewel indicatief, niet voldoende overtuigend bewijs leverde voor de betrokkenheid van de verdachte.","Encrochat communicatie, gebrek aan overtuigend bewijs, betrokkenheid verdachte, indicatief bewijs, vrijspraak",nvt,nvt,nee
1,sleutelfiguur_1,de rechtbank,"De rechter heeft geoordeeld dat er sprake was van een duurzame en gestructureerde criminele organisatie waarbij versleutelde communicatie, met name pgp-telefoons, een cruciale rol speelde.",Ja,De rechtbank baseert haar oordeel op het gebruik van versleutelde communicatie via pgp-telefoons als bewijs voor de criminele organisatie.,"criminele organisatie, pgp-telefoons, versleutelde communicatie, bewijs, centrale rol",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"Het oordeel van de rechtbank met betrekking tot de duidelijkheid van het aanhoudingsbevel (AB) en het gevonden bewijs in de zaak waarbij versleutelde communicatie, met name het gebruik van het EncroChat-account, een rol speelde, was dat het aanhoudingsbevel voldoende duidelijk was.",Ja,"De rechtbank beoordeelde de duidelijkheid van het aanhoudingsbevel in relatie tot het gebruik van het EncroChat-account, wat een vorm van versleutelde communicatie is.","duidelijkheid aanhoudingsbevel, versleutelde communicatie, EncroChat, specialiteitsbeginsel, overlevering",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,"De rechter heeft in deze zaak het gebruik van versleutelde communicatie, zoals PGP-berichten, als bewijsmateriaal beoordeeld met de nodige voorzichtigheid. De rechtbank erkent dat het interpreteren van deze berichten complex kan zijn vanwege het gebruik van versluierde taal en de context waarin de gesprekken plaatsvinden. Er wordt benadrukt dat het belangrijk is om voorzichtig te zijn bij de interpretatie van deze berichten, aangezien niet alle berichten in het dossier zijn opgenomen en de berichten mogelijk gefragmenteerd en incompleet zijn.",Ja,"De rechtbank benadrukt de complexiteit en fragmentatie van de versleutelde communicatie, wat voorzichtigheid vereist bij de interpretatie ervan als bewijs.","voorzichtigheid, complexiteit, versluierde taal, fragmentatie, interpretatie",nee,nvt,nee
1,sleutelfiguur_1,rechter,"De versleutelde communicatie, met name de Sky ECC applicatie, heeft bijgedragen aan het bewijs doordat de telefoon van de verdachte en de afperstelefoon van het slachtoffer op dezelfde mast straalden en de verdachte contact had met het slachtoffer via sms-berichten.",Ja,De rechter acht de versleutelde communicatie via de Sky ECC applicatie als belangrijk bewijs voor de betrokkenheid van de verdachte bij de afpersing.,"Sky ECC applicatie, maststraling, sms-berichten, betrokkenheid verdachte, belangrijk bewijs",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat er geen sprake is van vormverzuim of ander onrechtmatig handelen met betrekking tot het gebruik van de Encrochat-data.,Ja,"De rechtbank vindt dat het onderzoek naar de Encrochat-gegevens onder Franse regelgeving heeft plaatsgevonden en dat het internationale vertrouwensbeginsel van toepassing is, waardoor de rechtmatigheid niet ter beoordeling bij de Nederlandse rechter ligt.","rechtmatigheid, internationaal vertrouwensbeginsel, Franse regelgeving, ontvankelijkheid OM, geen vormverzuim",ja,ja,ja
1,sleutelfiguur_1,het hof,"Het hof heeft geoordeeld dat met het verkrijgen, bewaren en gebruiken van de encrochat-gegevens in Nederland een inbreuk is gemaakt op de persoonlijke levenssfeer van de verdachte, zoals vastgelegd in artikel 7 van het Handvest en artikel 8 EVRM, en op de bescherming van persoonsgegevens zoals vastgelegd in artikel 8 van het Handvest.",Ja,"Het hof erkent de inbreuk op de persoonlijke levenssfeer en de bescherming van persoonsgegevens, maar acht deze gerechtvaardigd vanwege het inzicht in criminele activiteiten.","inbreuk op privacy, gerechtvaardigde inmenging, persoonsgegevens, criminele activiteiten, geen schending",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank oordeelde dat uit de berichten die door de gebruiker van het sky-id [skyecc-id01] waren gestuurd, niet met voldoende zekerheid kon worden afgeleid dat de verdachte zich bezighield met de handel in wapens.",Ja,De rechtbank vond dat de berichten onvoldoende concreet bewijs leverden om de verdachte te koppelen aan de handel in wapens.,"onvoldoende zekerheid, éénrichtingsverkeer, geen concrete afspraken, geen ondersteunende afbeeldingen, vrijspraak",nee,nvt,nee
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft getoetst of de gevolgde werkwijze rechtmatig was en heeft vastgesteld dat de verkrijging van de encrochat-data binnen het onderzoek 26lemont heeft plaatsgevonden.,Ja,"De rechtbank heeft geoordeeld dat de encrochat-data rechtmatig zijn verkregen en gebruikt binnen de wettelijke kaders, ondanks de bezwaren van de verdediging.","rechtmatigheid bevestigd, vertrouwensbeginsel, bijzondere opsporingsbevoegdheden, rechtshulp tussen landen, technische bijzonderheden",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat de verdachte, hoewel hij zelf geen verklaring heeft afgelegd, de persoon is die de chatberichten via het Sky ECC-account heeft verstuurd.",Ja,"De rechtbank baseert haar oordeel op de onderschepte Sky ECC-berichten die aan de verdachte zijn gelinkt, wat cruciaal bewijs is in de zaak.","Sky ECC-berichten, bewijs van betrokkenheid, link met verdachte, cruciaal bewijs, witwassen",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft vastgesteld dat de verdachte het Exclu-account [alias 1] heeft gebruikt en dat er een nauwe en bewuste samenwerking was tussen de verdachte en zijn mededaders.,Ja,"De rechtbank baseert haar oordeel op de inhoud van de versleutelde chats die via het Exclu-account zijn verstuurd, wat cruciaal is voor de identificatie van de verdachte en zijn betrokkenheid bij de handel in cocaïne.","Exclu-account gebruik, versleutelde communicatie, identificatie verdachte, bewuste samenwerking, handel in cocaïne",ja,nvt,ja
1,sleutelfiguur_1,het hof,"Het hof oordeelde dat de verdediging niet concreet had onderbouwd op welke wijze zij nog wilde zoeken in de bedrijfsdata. Daarbij werd gesteld dat het verzoek van de verdediging om (nader) technisch onderzoek te mogen doen aan de bedrijfsdata als een ""fishing expedition"" werd beschouwd.",Nee,"Het hof vond dat de verzoeken van de verdediging onvoldoende concreet waren en als een 'fishing expedition' werden beschouwd, zonder directe relevantie voor crypto-data.","fishing expedition, onvoldoende onderbouwing, technisch onderzoek, afwijzing verzoek, concreetheid eis",nvt,nvt,nvt
1,sleutelfiguur_1,rechter,"De rechter heeft vastgesteld dat de juridische duiding die de officier van justitie heeft gegeven aan het onderzoek, bekend als 26lemont, niet goed was onderbouwd en niet overeenkwam met de feitelijke bevindingen in het procesdossier.",Ja,De rechter vond dat de juridische duiding van de officier van justitie met betrekking tot het gebruik van encrochat niet goed onderbouwd was en niet overeenkwam met de feiten.,"kritische beoordeling, onvoldoende onderbouwing, feitelijke discrepantie, juridische duiding, encrochat bewijs",nee,nvt,nee
1,sleutelfiguur_1,rechter,De rechter zal moeten afwegen of de rechtmatigheid van het onderzoek naar Sky ECC voldoende is aangetoond en of de verkregen bewijsmaterialen op een rechtmatige wijze zijn verkregen.,Ja,De rechter moet oordelen over de rechtmatigheid en het gebruik van bewijs uit versleutelde communicatie van Sky ECC.,"rechtmatigheid beoordelen, gebruik van bewijs, versleutelde communicatie, Sky ECC, oordeel rechter",nvt,nvt,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank concludeert dat de verdachte gebruik heeft gemaakt van het sky-id [sky-id01] en dat de inhoud van de chatberichten die zijn verstuurd wijzen op betrokkenheid bij de strafbare feiten.,Ja,De rechtbank baseert haar oordeel op de inhoud van versleutelde chatberichten die wijzen op de betrokkenheid van de verdachte bij criminele activiteiten.,"gebruik van sky-id, betrokkenheid verdachte, versleutelde communicatie, bewijsvoering, criminele activiteiten",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft op basis van deze berichten en foto's geconcludeerd dat er inderdaad een hennepkwekerij met 1399 planten actief was vanaf eind oktober 2020.,Ja,"De rechtbank baseerde haar oordeel op het berichtenverkeer via versleutelde communicatiediensten, wat cruciaal was voor het bewijs.","versleutelde communicatie, bewijs hennepkwekerij, berichtenverkeer, foto's als bewijs, conclusie rechtbank",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank concludeerde dat de encrochat-berichten rechtmatig waren verkregen en dat het verweer strekkende tot bewijsuitsluiting werd verworpen.,Ja,"De rechtbank oordeelde dat er geen sprake was van enig vormverzuim of onrechtmatig handelen bij het verkrijgen van de encrochat-berichten, waardoor deze als rechtmatig bewijs konden worden gebruikt.","rechtmatigheid, internationaal vertrouwensbeginsel, JIT-overeenkomst, bewijsuitsluiting verworpen, vormverzuim afwezig",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat deze communicatie voldoende bewijs vormt voor de verkoop van de cocaïne. De verdachte is geïdentificeerd als de persoon achter het account [accountnaam 1] en heeft betrokkenheid getoond bij de communicatie over de verkoop.,Ja,De rechtbank baseert haar oordeel op de inhoud van versleutelde berichten die aantonen dat de verdachte betrokken was bij de verkoop van cocaïne.,"versleutelde communicatie, bewijs van verkoop, identificatie verdachte, betrokkenheid bij verkoop, gebruik van anom-telefoons",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank concludeerde dat de rechter-commissaris in redelijkheid tot het verlenen van de machtiging kon beslissen en verwierp het verweer van de raadsman dat de machtiging onrechtmatig was verleend.,Ja,"De rechtbank heeft geoordeeld dat de machtiging voor het opnemen van vertrouwelijke communicatie rechtmatig was en dat de versleutelde communicatie als bewijs kon worden gebruikt, mits er ander bewijs naast bestond.","machtiging rechtmatig, versleutelde communicatie, ander bewijs vereist, pgp-berichten, ennetcom-data",ja,ja,ja
1,sleutelfiguur_1,rechter,"De rechtbank heeft geoordeeld dat de encrochat-data rechtmatig zijn verkregen en verwerkt, en dat er geen inbreuk is gemaakt op het recht van de verdachte op een eerlijk proces.",Ja,"De rechtbank vertrouwt op het interstatelijk vertrouwensbeginsel en de machtiging van de Franse rechter, waardoor de data als rechtmatig verkregen worden beschouwd.","rechtmatigheid, interstatelijk vertrouwensbeginsel, machtiging Franse rechter, eerlijk proces, illegale zaken",ja,ja,ja
1,sleutelfiguur_1,het hof,Het hof baseerde de bewezenverklaring mede op de EncroChat berichten waaruit bleek dat de verdachte diep geworteld was in de illegale wapenhandel en actief betrokken was bij het verhandelen van wapens.,Ja,Het hof gebruikte de EncroChat berichten als cruciaal bewijs om de betrokkenheid van de verdachte bij illegale wapenhandel vast te stellen.,"diep geworteld in wapenhandel, actieve betrokkenheid, cruciaal bewijs, gewoonte van wapenverhandeling, meerdere strafbare feiten",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat de encrypted telefoon van het merk [merk telefoon 2] verbeurd verklaard moest worden in een zaak waarbij de verdachte en medeverdachte beschuldigd werden van betrokkenheid bij de bereiding en handel van GHB.,Ja,De rechtbank concludeerde dat de versleutelde communicatie via de telefoon heeft bijgedragen aan het bewijs van de betrokkenheid van de verdachten bij de strafbare feiten.,"verbeurdverklaring, bewijsrol, drugslaboratorium, versleutelde communicatie, betrokkenheid verdachten",ja,ja,ja
1,sleutelfiguur_1,rechter,De rechter-commissaris heeft voor het gebruik van vergaarde informatie/communicatie in onderzoeken naar ernstige strafbare feiten in georganiseerd verband specifieke voorwaarden gesteld.,Ja,"De rechter-commissaris stelt voorwaarden voor het gebruik van versleutelde communicatiegegevens in strafrechtelijke onderzoeken, wat relevant is voor de rechtmatigheid en toepassing van deze gegevens.","voorwaarden gesteld, rechtmatigheid, toestemming vereist, tussentijdse toets, gebruik in georganiseerd verband",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat de verkrijging en verwerking van de skyecc-chats in overeenstemming zijn met het Europees Verdrag voor de Rechten van de Mens (EVRM) en het unierecht.,Ja,"De rechtbank vindt dat de skyecc-chats rechtmatig zijn verkregen en verwerkt, waardoor ze als bewijs kunnen worden gebruikt.","rechtmatigheid, EVRM-conform, unie-recht, bewijsverwerking, rechtbank oordeel",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft de waarde van EncroChat berichten als bewijsmateriaal beoordeeld ondanks de mogelijke beperkingen en onvolledigheden.,Ja,"De rechtbank heeft de EncroChat berichten beoordeeld en gebruikt als bewijs, ondanks de door de verdediging aangevoerde beperkingen en onvolledigheden.","beoordeling bewijswaarde, contextueel bewijs, identificatie verdachten, afwijzing verweer verdediging, gebruik onvolledige dataset",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft vastgesteld dat de verdachte als medepleger betrokken was bij de in- en uitvoer van cocaïne in de containers en bij het vervoeren van de cocaïne. Dit oordeel is gebaseerd op de groepschats die zijn gevoerd via de sky ecc-berichtendienst, waarin de verdachte instructies gaf aan medeverdachten en betrokken was bij de planning en uitvoering van de drugssmokkel.",Ja,"De rechtbank baseert haar oordeel op de versleutelde communicatie via de sky ecc-berichtendienst, die bewijst dat de verdachte een actieve rol had in de drugssmokkel.","versleutelde communicatie, groepschats, medeplegen, instructies, planning en uitvoering",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft de inhoud van de chats en de datum/tijdstippen van verzending van de chats als substantieel bewijs beschouwd.,Ja,De rechtbank beschouwt de versleutelde communicatie als substantieel bewijs voor de betrokkenheid van de verdachte bij de handel in verdovende middelen.,"substantieel bewijs, identificatie accounts, bijnamen, gebruikersidentificatie, versleutelde communicatie",ja,nvt,ja
1,sleutelfiguur_1,rechter,De rechter heeft het bewijs in deze zaak zorgvuldig beoordeeld en is tot de conclusie gekomen dat de officier van justitie en de advocaat-generaal voldoende overtuigend bewijs hebben aangedragen om de schuld van de verdachte aan de ten laste gelegde feiten te onderbouwen.,Ja,"De rechter heeft de chatgesprekken en andere bewijsstukken als betrouwbaar en relevant beschouwd, omdat zij direct verband houden met de criminele activiteiten.","overtuigend bewijs, betrouwbare chatgesprekken, relevante bewijsstukken, direct verband, wettig en overtuigend",ja,ja,ja
1,sleutelfiguur_1,rechter,Het oordeel van de rechter over het gevonden bewijs met betrekking tot het gebruik van EncroChat in deze strafzaak is dat het bewijsmateriaal rechtmatig is verkregen en betrouwbaar is.,Ja,"De rechter baseert zijn oordeel op de rechtmatigheid en betrouwbaarheid van de EncroChat-gegevens, ondersteund door andere bewijsmiddelen.","rechtmatigheid bevestigd, betrouwbaarheid gegarandeerd, ondersteund door ander bewijs, geen twijfel over bewijs, veroordeling op basis van crypto-data",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft in haar tussenbeslissing van 29 april 2022 overwogen dat de verdediging recht heeft op inzage in de gevraagde stukken en informatie om de rechtmatigheid van het bewijsmateriaal te kunnen beoordelen.,Ja,De rechtbank heeft bepaald dat de verdediging toegang moet krijgen tot documenten die de rechtmatigheid van de verkregen crypto-data kunnen bevestigen of ontkrachten.,"inzage recht, rechtmatigheid beoordeling, tussenbeslissing, JIT-overeenkomsten, proces-verbaal",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat een Instagram-account geen tastbaar goed is en geen vermogensrecht vertegenwoordigt dat voor beslaglegging vatbaar is.,Ja,"De rechtbank oordeelt dat de feitelijke grondslag voor het beslag op de Instagram-accounts onjuist is, wat relevant is voor de rechtmatigheid van het gebruik van versleutelde communicatie als bewijs.","onrechtmatig beslag, geen tastbaar goed, geen vermogensrecht, feitelijke grondslag onjuist, opheffing beslag",nvt,nee,nvt
1,sleutelfiguur_1,rechter,"In conclusie heeft de rechter op basis van het gevonden bewijs vastgesteld dat verschillende verdachten, waaronder [verdachte], gebruik hebben gemaakt van versleutelde communicatiemiddelen in het plannen en uitvoeren van criminele activiteiten.",Ja,De rechter heeft vastgesteld dat versleutelde communicatiemiddelen een cruciale rol speelden in de criminele activiteiten van de verdachten.,"gebruik van crypto-bewijs, criminele activiteiten, versleutelde communicatie, rechterlijke vaststelling, bewijsvoering",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat het bewijs voldoende was om te bewijzen dat verdachte zich schuldig heeft gemaakt aan het medeplegen van het opzettelijk vervoeren en/of aanwezig hebben van in totaal 1.123 kilogram cocaïne en het medeplegen van gewoontewitwassen van € 5.607.012,05 en een Rolex horloge in de betreffende periodes.",Ja,De rechtbank heeft de chatberichten via het Sky ECC-account als doorslaggevend bewijs beschouwd voor de betrokkenheid van de verdachte bij criminele activiteiten.,"doorslaggevend bewijs, gebruik van Sky ECC, betrokkenheid verdachte, criminele activiteiten, chatberichten",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft vastgesteld dat de verkregen Encrochat en Sky-ECC data rechtmatig waren verkregen en dat de onderschepte cryptodata bruikbaar was voor het bewijs.,Ja,"De rechtbank achtte de Encrochat en Sky-ECC data rechtmatig verkregen en bruikbaar als bewijs, wat bijdroeg aan de overtuiging dat de verdachte schuldig was.","rechtmatig verkregen, bruikbaar bewijs, overtuigend, wettig, schuldigverklaring",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank lijkt te erkennen dat deze woorden binnen de categorieën cocaïne en finec zouden kunnen passen.,Ja,"De rechtbank overweegt de link tussen de versleutelde communicatie en de drugshandel, wat suggereert dat het bewijs uit deze communicatie serieus wordt genomen.","erkenning van crypto-bewijs, link met drugshandel, serieuze overweging, versleutelde communicatie, bewijswaardering",ja,nvt,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geconcludeerd dat uit de chats juist kan worden afgeleid dat de verdachte moet hebben geweten wat er gebeurde in de schuur, gezien de informatie die werd uitgewisseld over de activiteiten in de schuur.",Ja,"De rechtbank baseert haar oordeel op de inhoud van de encrochat-berichten, die aantonen dat de verdachte op de hoogte was van de activiteiten in de schuur.","encrochat-bewijs, kennis verdachte, informatie-uitwisseling, activiteiten schuur, bewijskracht",ja,nvt,ja
1,sleutelfiguur_1,rechter,De rechter moet objectief en onpartijdig het bewijs evalueren en beslissen of de encrochatgesprekken voldoende zijn om de schuld van de verdachte vast te stellen.,Ja,De rechter moet bepalen of de encrochatgesprekken als enig bewijsmiddel voldoende zijn voor een veroordeling.,"objectieve evaluatie, enige bewijsmiddel, schuldvaststelling, onpartijdigheid, beslissingsbevoegdheid",nvt,nvt,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat het bewijs in deze zaak voor een groot deel bestaat uit onderschepte en ontsleutelde Sky ECC berichten. Het imei-nummer dat gekoppeld is aan het Sky-account van de verdachte peilt veelvuldig uit in de directe nabijheid van zijn verblijfadres, wat aantoont dat de verdachte daadwerkelijk gebruik maakt van het account.",Ja,De rechtbank beschouwt de onderschepte en ontsleutelde Sky ECC berichten als cruciaal bewijs dat de betrokkenheid van de verdachte bij criminele activiteiten aantoont.,"onderschepte berichten, Sky ECC, imei-nummer, gebruikersidentificatie, criminele betrokkenheid",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft het bewijs met betrekking tot versleutelde communicatie in de strafzaak waarbij encrochat en sky-ecc een rol spelen als volgt beoordeeld: De gesprekken in het dossier zijn naar het oordeel van de rechtbank begrijpelijk, helder en logisch. Daarnaast is er sprake van versleutelde berichten die consistent zijn en logisch in elkaar grijpen. De antwoorden die gegeven worden op berichten lijken adequaat te zijn. De verdediging heeft geen concrete punten benoemd waaruit zou blijken dat de data onbetrouwbaar zijn. Hierdoor ziet de rechtbank geen aanleiding tot een nader onderzoek naar de betrouwbaarheid van de data en wordt het verweer dat deze onvoldoende betrouwbaar zijn verworpen.",Ja,"De rechtbank vindt de versleutelde communicatie begrijpelijk en consistent, en ziet geen reden om de betrouwbaarheid ervan in twijfel te trekken.","begrijpelijk, consistent, logisch, geen nader onderzoek, verweer verworpen",ja,ja,ja
